date,S1_pixel_ID,VH,VV,roughness_p5,roughness_p25,roughness_p75,roughness_p95,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var
0218,803,0.0182589,0.3054061,0.0008064,0.0014928,0.0034879,0.0068615,1.0,62.0,1922.0,57.9000015,0.9774711,1724.694458
0218,191,0.0137088,0.1449435,0.0008651,0.0016022,0.0034308,0.0056252,1.0,62.0,1922.0,57.7833328,0.9780903,1716.388916
0218,1253,0.0150434,0.046849,0.0007783,0.0014897,0.005205,0.0165218,1.0,62.0,1922.0,55.25,0.966207,1595.9888916
0218,524,0.0360099,0.0580475,0.0018508,0.0037808,0.0097492,0.0209518,1.0,62.0,1922.0,56.4305573,0.9724727,1651.7972412
0218,1299,0.0083805,0.045302,0.0006997,0.0012122,0.0027028,0.0061796,1.0,62.0,1922.0,55.2027779,0.9660765,1593.208374
0218,1208,0.0114937,0.0306708,0.0010102,0.0020744,0.0069764,0.0165139,1.0,62.0,1922.0,56.3805542,0.9723495,1648.8527832
0218,1395,0.0054352,0.0404614,0.0008057,0.0014395,0.0033318,0.0059899,1.0,62.0,1922.0,55.044445,0.9653263,1584.4555664
0218,951,0.0044787,0.0204857,0.0006785,0.0011741,0.0025318,0.0043452,1.0,62.0,1922.0,56.2083321,0.9716252,1639.2694092
0218,1106,0.0155601,0.0654653,0.0009177,0.0016723,0.0040488,0.0077691,1.0,62.0,1922.0,57.2416649,0.9752849,1691.1639404
0218,373,0.0049263,0.0415763,0.0009035,0.0016373,0.0038215,0.0067625,1.0,62.0,1922.0,55.0944443,0.9647321,1588.3166504
0218,1420,0.0056537,0.0405445,0.0005826,0.0009605,0.0019486,0.0033063,1.0,62.0,1922.0,56.1555557,0.9707503,1637.2443848
0218,221,0.010527,0.0676008,0.0008199,0.0014685,0.0033505,0.0058589,1.0,62.0,1922.0,55.3916664,0.9671261,1602.3360596
0218,1507,0.0112706,0.067914,0.0007222,0.0012893,0.0029944,0.0054282,1.0,62.0,1922.0,56.2777786,0.9718681,1642.4610596
0218,1565,0.0200363,0.1069273,0.0009421,0.0018748,0.0054589,0.013618,1.0,62.0,1922.0,56.0666656,0.9708904,1635.388916
0218,781,0.0164537,0.0819042,0.0008545,0.0015502,0.0035602,0.006236,1.0,62.0,1922.0,56.7138901,0.9747261,1663.4416504
0218,215,0.0196,0.118783,0.0008703,0.0015945,0.0033768,0.0053961,1.0,62.0,1922.0,57.4638901,0.9756196,1700.9361572
0218,1575,0.0143556,0.0742306,0.0007525,0.0013434,0.0029842,0.005235,1.0,62.0,1922.0,57.7611122,0.9787356,1712.8277588
0218,1398,0.0049745,0.0518519,0.0005336,0.0008864,0.0019208,0.0035808,1.0,62.0,1922.0,57.0472221,0.973588,1681.791626
0218,812,0.0111217,0.1423245,0.0010691,0.0025012,0.0069986,0.0149009,1.0,62.0,1922.0,57.8277779,0.9766412,1719.7944336
0218,1355,0.0084699,0.0888794,0.0005316,0.0008682,0.0018265,0.0041817,1.0,62.0,1922.0,56.9249992,0.9730405,1675.041626
0218,634,0.01416,0.1557166,0.000652,0.0011965,0.0037239,0.0092566,1.0,62.0,1922.0,57.6305542,0.9756138,1709.4139404
0218,1590,0.0110993,0.0762917,0.0006976,0.001277,0.0031405,0.0062189,1.0,62.0,1922.0,57.1333351,0.974814,1684.5777588
0218,267,0.0132929,0.1166211,0.000771,0.0016143,0.004483,0.0080507,1.0,62.0,1922.0,57.8333321,0.9781096,1717.9000244
0218,1441,0.0275273,0.1558447,0.0009883,0.0021381,0.006126,0.0120203,1.0,62.0,1922.0,58.4749985,0.9809285,1749.125
0218,126,0.012947,0.0613966,0.0006936,0.0012155,0.002616,0.0045807,1.0,62.0,1922.0,57.8583336,0.9780459,1718.3582764
0218,584,0.0102304,0.0776325,0.0006077,0.0010501,0.0023627,0.0049886,1.0,62.0,1922.0,58.3055573,0.9807976,1739.3721924
0218,536,0.0203593,0.090981,0.0009143,0.0020062,0.005642,0.0089977,1.0,62.0,1922.0,58.7444458,0.9828346,1760.9666748
0218,1227,0.0138487,0.1561252,0.0017097,0.0035208,0.0084833,0.0156981,1.0,62.0,1922.0,54.5694427,0.9685729,1545.1082764
0218,857,0.0095654,0.0487356,0.0024139,0.0049896,0.0118988,0.0230751,0.9999855,61.9722214,1920.305542,51.3499985,0.953738,1394.111084
0218,357,0.0064245,0.0800385,0.0014757,0.0029898,0.0073364,0.0143149,0.9999855,61.9722214,1920.305542,51.8972206,0.9545482,1422.6916504
0218,1530,0.009348,0.1048818,0.0013386,0.0026522,0.0063557,0.0115424,0.9999855,61.9722214,1920.305542,52.7777786,0.9591231,1462.25
0218,1283,0.038477,0.1434371,0.0017871,0.0038421,0.0106486,0.0243011,1.0,62.0,1922.0,59.1777763,0.9866957,1778.8778076
0218,365,0.0253899,0.1395611,0.001497,0.0031074,0.0084002,0.0200694,1.0,62.0,1922.0,59.8666649,0.9896162,1814.7833252
0218,906,0.0229739,0.1416502,0.001358,0.0026926,0.0063855,0.0120152,1.0,62.0,1922.0,57.330555,0.9796037,1684.5361328
0218,516,0.0305069,0.1304912,0.0012941,0.0027061,0.0073067,0.018004,1.0,62.0,1922.0,58.2222214,0.9815924,1731.472168
0218,64,0.019263,0.1449925,0.0016128,0.0034636,0.0098278,0.0240734,1.0,62.0,1922.0,59.0999985,0.9852521,1776.527832
0218,851,0.0183411,0.1676117,0.0013428,0.0027191,0.0065645,0.0122039,1.0,62.0,1922.0,55.5111122,0.9712445,1592.7388916
0218,113,0.0172872,0.1445337,0.0013288,0.0026325,0.006344,0.0113731,1.0,62.0,1922.0,56.4638901,0.9746617,1640.7972412
0218,530,0.0208352,0.1638087,0.0012156,0.0023617,0.0058205,0.0105495,1.0,62.0,1922.0,57.3777771,0.9761599,1689.2611084
0218,1477,0.023487,0.2284958,0.0012986,0.0027068,0.0071623,0.0139462,1.0,62.0,1922.0,58.2861099,0.9806182,1734.875
0218,1250,0.01303,0.1784667,0.0011606,0.002279,0.0057927,0.0115114,0.9999884,61.9777794,1920.6444092,53.9861107,0.9637763,1521.486084
0218,62,0.0094569,0.1776899,0.0011484,0.0022012,0.0054674,0.0108141,0.9999913,61.9833336,1920.9832764,55.1805573,0.9686596,1579.5194092
0218,1170,0.0120257,0.1757502,0.0012585,0.0025165,0.0061905,0.0114272,0.9999956,61.9916649,1921.4916992,56.2694435,0.9711613,1635.0527344
0218,259,0.0226601,0.2225093,0.0010806,0.0021389,0.0053113,0.0097147,1.0,62.0,1922.0,57.3111115,0.9756893,1686.0444336
0218,1291,0.0491722,0.1390528,0.0019944,0.0042256,0.0109329,0.0248411,1.0,62.0,1922.0,61.0916672,0.9949051,1877.1583252
0218,583,0.0515797,0.267073,0.0020801,0.004339,0.0097625,0.0205257,1.0,62.0,1922.0,61.1916656,0.9951621,1881.5527344
0218,1009,0.0098815,0.0740553,0.0013366,0.002673,0.0064448,0.0121978,1.0,62.0,1922.0,60.3611107,0.9913095,1840.4610596
0218,1158,0.0293523,0.1252432,0.0012501,0.002426,0.00582,0.0105405,1.0,62.0,1922.0,60.5611115,0.9921815,1849.5999756
0218,1159,0.0126981,0.1383726,0.0011411,0.0022548,0.0057097,0.0102779,1.0,62.0,1922.0,59.6361122,0.9877729,1803.5916748
0218,469,0.0243405,0.1178871,0.0009552,0.0017823,0.0040521,0.0066661,1.0,62.0,1922.0,59.8916664,0.9890883,1815.3305664
0218,467,0.0205457,0.1973848,0.0009953,0.0019585,0.0050045,0.0099931,1.0,62.0,1922.0,58.7833328,0.9829128,1760.2556152
0218,1209,0.0193435,0.1545228,0.0008754,0.0016293,0.0037396,0.006449,1.0,62.0,1922.0,59.0722237,0.9846533,1773.4499512
0218,610,0.0238572,0.1899061,0.0009634,0.0018573,0.0044774,0.0080993,1.0,62.0,1922.0,57.9361115,0.979151,1716.4361572
0218,222,0.0169686,0.1415269,0.0008701,0.0016752,0.0039767,0.0071888,1.0,62.0,1922.0,58.3861122,0.9817932,1736.986084
0218,269,0.0884223,0.442752,0.0018373,0.0036704,0.0078377,0.0135277,1.0,62.0,1922.0,61.2805557,0.995565,1885.875
0218,132,0.0464207,0.2030259,0.0012695,0.0025298,0.0058899,0.0100728,1.0,62.0,1922.0,60.7777786,0.9932799,1860.1055908
0218,358,0.0379021,0.2261887,0.001268,0.0025874,0.0063266,0.0121517,1.0,62.0,1922.0,61.044445,0.9953465,1871.972168
0218,1063,0.048805,0.1845468,0.0011723,0.0023829,0.0061243,0.0121969,1.0,62.0,1922.0,61.375,0.9976296,1887.8416748
0218,471,0.0830742,0.1999826,0.0014477,0.0030511,0.0077556,0.0157731,1.0,62.0,1922.0,61.4444427,0.9978356,1891.7277832
0218,994,0.0265457,0.1313592,0.0008839,0.0016621,0.0038808,0.0067634,1.0,62.0,1922.0,60.2000008,0.9906645,1830.5389404
0218,829,0.0168615,0.1991575,0.0009701,0.0018521,0.004508,0.0082032,1.0,62.0,1922.0,60.5722237,0.9934345,1847.1888428
0218,250,0.0265911,0.1943804,0.0010789,0.0021148,0.0051748,0.009844,1.0,62.0,1922.0,61.0666656,0.9963571,1871.2556152
0218,1224,0.0658772,0.1870665,0.0011552,0.0023813,0.0057274,0.0106104,1.0,62.0,1922.0,61.169445,0.9965979,1877.125
0218,1374,0.0159205,0.1833915,0.000828,0.0015373,0.0035884,0.0067053,1.0,62.0,1922.0,59.455555,0.9867528,1792.4111328
0218,75,0.0134157,0.2278962,0.0008189,0.0015513,0.003674,0.0062225,1.0,62.0,1922.0,59.9500008,0.9903859,1815.0500488
0218,1123,0.0165238,0.1467706,0.0008449,0.0016162,0.0039008,0.0070413,1.0,62.0,1922.0,60.5499992,0.9941854,1844.0389404
0218,1406,0.0280368,0.1062486,0.0008456,0.0016479,0.0042395,0.008022,1.0,62.0,1922.0,60.6972237,0.994558,1852.375
0218,1071,0.0128198,0.1542449,0.0007813,0.0014851,0.0034138,0.0061287,1.0,62.0,1922.0,58.9166679,0.9847705,1763.0222168
0218,1286,0.0143681,0.1956394,0.0007752,0.0014496,0.0035563,0.0067069,1.0,62.0,1922.0,59.538887,0.9891408,1792.1278076
0218,649,0.01164,0.1217887,0.0008168,0.0014982,0.0034673,0.0060166,1.0,62.0,1922.0,60.2000008,0.9931703,1824.5333252
0218,371,0.0111008,0.0527436,0.0008408,0.0016521,0.0045334,0.009704,1.0,62.0,1922.0,60.3722229,0.9935793,1834.361084
0218,49,0.0134228,0.4189736,0.0008603,0.0016777,0.0042599,0.0091071,1.0,62.0,1922.0,59.461113,0.9860349,1798.1278076
0218,543,0.0132111,0.1527496,0.0008457,0.0015722,0.0036676,0.0070137,1.0,62.0,1922.0,59.2916679,0.9860446,1787.6361084
0218,617,0.0905497,0.3183894,0.0010005,0.0020677,0.0058044,0.0119045,1.0,62.0,1922.0,61.2611122,0.9966566,1882.6611328
0218,931,0.0724287,0.3293232,0.0010881,0.002287,0.0062487,0.0132419,1.0,62.0,1922.0,61.3027763,0.9966744,1885.1916504
0218,1153,0.0408408,0.2961407,0.0008685,0.0018216,0.0056873,0.0123646,1.0,62.0,1922.0,60.8444443,0.9946955,1861.1221924
0218,986,0.0392348,0.3968706,0.000923,0.0018891,0.0051044,0.0097274,1.0,62.0,1922.0,60.9916649,0.9953608,1868.7416992
0218,129,0.0098092,0.1923221,0.0011606,0.0024855,0.0067212,0.0139557,1.0,62.0,1922.0,60.544445,0.9937295,1844.6278076
0218,658,0.0205753,0.3047938,0.0011335,0.0024771,0.0065922,0.0112388,1.0,62.0,1922.0,60.7555542,0.9945637,1855.8277588
0218,761,0.0252902,0.1414747,0.0010481,0.0021844,0.007056,0.0159441,1.0,62.0,1922.0,60.4583321,0.9930476,1842.2805176
0218,590,0.0291984,0.1694515,0.0009153,0.001809,0.0049181,0.0115546,1.0,62.0,1922.0,61.288887,0.9980575,1881.9277344
0218,1211,0.0285286,0.2186177,0.0009595,0.0018743,0.0047973,0.0097259,1.0,62.0,1922.0,61.3499985,0.9976528,1886.416626
0218,1032,0.0475881,0.4513774,0.0010217,0.0021131,0.0064008,0.0134202,1.0,62.0,1922.0,61.0999985,0.9955022,1874.9888916
0218,710,0.0542732,0.3952137,0.0013058,0.0031481,0.0083406,0.0166679,1.0,62.0,1922.0,61.2722206,0.9966077,1883.3444824
0218,354,0.0274358,0.2033069,0.0010879,0.0021889,0.0059568,0.0111221,1.0,62.0,1922.0,61.455555,0.997983,1892.2944336
0218,815,0.0307762,0.2913706,0.0011314,0.0023653,0.0066797,0.0123369,1.0,62.0,1922.0,60.9333344,0.9948907,1865.9000244
0218,688,0.0314639,0.2839887,0.001003,0.0020069,0.0070607,0.0164153,1.0,62.0,1922.0,61.1972237,0.9962413,1879.3693848
0218,1521,0.0305294,0.1920878,0.0013951,0.0031735,0.0087039,0.0163471,1.0,62.0,1922.0,61.4249992,0.9975426,1891.0749512
0218,1156,0.0272269,0.1764085,0.001054,0.0021178,0.005915,0.0113808,1.0,62.0,1922.0,61.4888878,0.9980028,1894.3166504
0218,840,0.0165482,0.0750359,0.0007789,0.0014198,0.0030447,0.0050652,1.0,62.0,1922.0,58.9055557,0.9831145,1769.111084
0218,235,0.0101274,0.0564108,0.0007482,0.0013154,0.0028043,0.00492,1.0,62.0,1922.0,58.9944458,0.9847103,1771.3444824
0218,1440,0.0072988,0.0535795,0.000733,0.0013185,0.0030828,0.0060059,1.0,62.0,1922.0,58.8722229,0.9830833,1766.1722412
0218,300,0.0084317,0.063404,0.0007243,0.001265,0.0026367,0.0042515,1.0,62.0,1922.0,59.0888901,0.9847547,1776.138916
0218,953,0.0091909,0.0538508,0.0006376,0.0010952,0.0023702,0.0043043,1.0,62.0,1922.0,59.3250008,0.9861177,1787.847168
0218,338,0.0184824,0.085164,0.0011407,0.0023477,0.0058449,0.0103305,1.0,62.0,1922.0,59.8527794,0.9885755,1812.6306152
0218,885,0.0245866,0.0736829,0.0009287,0.0017664,0.0040984,0.0085672,1.0,62.0,1922.0,60.1333351,0.990881,1826.4666748
0218,1135,0.0223599,0.094992,0.0011283,0.0022374,0.0057879,0.0149491,1.0,62.0,1922.0,60.0277786,0.990779,1820.1166992
0218,339,0.0273816,0.1453999,0.0010374,0.0020946,0.005745,0.011889,1.0,62.0,1922.0,60.9833336,0.9959924,1867.2889404
0218,1150,0.0281012,0.1996569,0.0007625,0.0013552,0.0030017,0.0050877,1.0,62.0,1922.0,60.8777771,0.99591,1860.9388428
0218,629,0.024638,0.1788632,0.0011213,0.0022937,0.0063625,0.0133843,1.0,62.0,1922.0,61.125,0.9961807,1875.680542
0218,1176,0.0455877,0.2291741,0.0009123,0.0017428,0.0049265,0.0133197,1.0,62.0,1922.0,61.0194435,0.9960993,1869.3305664
0218,432,0.0283176,0.1655381,0.0011609,0.0024774,0.007096,0.0136155,1.0,62.0,1922.0,61.2472229,0.9965457,1882.541626
0218,438,0.0878019,0.1998771,0.0010524,0.0022264,0.0068112,0.0153898,1.0,62.0,1922.0,61.1527786,0.9964761,1876.8638916
0218,166,0.0290347,0.204636,0.0010823,0.0021966,0.0059297,0.0117257,1.0,62.0,1922.0,61.3638878,0.9971129,1888.6361084
0218,509,0.0844745,0.2097601,0.0016399,0.0038814,0.010969,0.0228917,1.0,62.0,1922.0,61.2861099,0.9970644,1883.958374
0218,110,0.0162092,0.1160416,0.0008911,0.0016989,0.0043895,0.0099034,1.0,62.0,1922.0,59.7833328,0.9887781,1808.472168
0218,1367,0.019472,0.0872456,0.0007572,0.0013486,0.002984,0.0053578,1.0,62.0,1922.0,59.7750015,0.9889801,1807.5805664
0218,1294,0.0097934,0.046345,0.0007088,0.0012516,0.0027568,0.0047827,1.0,62.0,1922.0,59.8222237,0.9895667,1809.3778076
0218,1172,0.0055285,0.1012139,0.0007178,0.0013077,0.0035193,0.007786,1.0,62.0,1922.0,60.0083351,0.990285,1818.7861328
0218,1430,0.0197809,0.2267597,0.0007776,0.0013717,0.0029389,0.004821,1.0,62.0,1922.0,60.6138878,0.9939743,1848.1082764
0218,1474,0.0197824,0.1454782,0.0008989,0.0016762,0.0042188,0.0091246,1.0,62.0,1922.0,60.5333328,0.9937258,1843.5444336
0218,1524,0.0110779,0.0556892,0.0009144,0.0017863,0.0052603,0.0126356,1.0,62.0,1922.0,60.4472237,0.993484,1838.6417236
0218,522,0.0342198,0.2566396,0.0007819,0.0013974,0.003106,0.0052729,1.0,62.0,1922.0,60.7555542,0.9941736,1856.5
0218,1409,0.016858,0.1690564,0.0008906,0.0016358,0.0037145,0.0068405,1.0,62.0,1922.0,60.6194458,0.9937422,1848.8138428
0218,997,0.0102769,0.0652445,0.0010536,0.0020736,0.0052935,0.0114939,1.0,62.0,1922.0,60.4944458,0.9933817,1841.7055664
0218,1056,0.0770101,0.2234957,0.0009978,0.0020028,0.0055316,0.0124574,1.0,62.0,1922.0,60.8944435,0.9945648,1864.3721924
0218,948,0.0358164,0.1575914,0.0007751,0.0014747,0.0041615,0.0093086,1.0,62.0,1922.0,60.7638893,0.9941409,1857.0250244
0218,1282,0.0269231,0.059571,0.0008855,0.0019097,0.0055211,0.0113814,1.0,62.0,1922.0,60.625,0.9937373,1849.1361084
0218,644,0.0238585,0.0668735,0.0009313,0.0018405,0.0053898,0.0123748,1.0,62.0,1922.0,60.5499992,0.9935167,1844.9000244
0218,1542,0.1044254,0.189987,0.0009966,0.0020278,0.0054587,0.010327,1.0,62.0,1922.0,61.0666656,0.9954597,1873.333374
0218,1045,0.0631396,0.1495347,0.0007828,0.0014713,0.00379,0.0083666,1.0,62.0,1922.0,60.9416656,0.9950482,1866.319458
0218,597,0.0751895,0.0569184,0.0007752,0.0014265,0.003362,0.0064266,1.0,62.0,1922.0,60.8027763,0.9946505,1858.430542
0218,407,0.0486145,0.0529589,0.0008176,0.0015661,0.0038993,0.0072062,1.0,62.0,1922.0,60.7277794,0.994433,1854.194458
0218,833,0.009951,0.1833499,0.0009044,0.0017529,0.0045658,0.0096385,1.0,62.0,1922.0,60.3027763,0.9917184,1833.0472412
0218,1307,0.0089211,0.1991966,0.0007288,0.0014279,0.0046321,0.0100283,1.0,62.0,1922.0,60.4916649,0.9936017,1841.2194824
0218,1506,0.032731,0.0706236,0.0008304,0.0016952,0.0051634,0.0121129,1.0,62.0,1922.0,60.6749992,0.994392,1851.013916
0218,612,0.0218367,0.1945198,0.0008473,0.0016558,0.004438,0.0084469,1.0,62.0,1922.0,60.4388885,0.9933155,1838.4000244
0218,580,0.0255889,0.0811102,0.0014872,0.0032381,0.0106345,0.0294603,1.0,62.0,1922.0,60.7277794,0.9949148,1852.8833008
0218,1,0.0046585,0.0374241,0.0012542,0.0026749,0.0080855,0.0183604,0.9995784,61.8055573,1910.805542,49.2416649,0.930929,1314.3083496
0218,896,0.0060231,0.0964077,0.0010927,0.0021429,0.0055321,0.0120677,0.9995784,61.8055573,1910.805542,50.3611107,0.9378251,1363.9832764
0218,332,0.0081667,0.198403,0.0011542,0.0022864,0.0059668,0.0136986,0.9997241,61.8499985,1913.2833252,51.7999992,0.9454521,1433.194458
0218,837,0.0038138,0.2027011,0.0010453,0.0020031,0.004822,0.0092328,0.9997534,61.8722229,1914.6055908,53.2527771,0.9519576,1501.7416992
0218,1018,0.0050817,0.1556785,0.0010348,0.0020138,0.0050441,0.0097866,0.9999537,61.9444427,1918.6611328,54.5999985,0.9560581,1566.5888672
0218,145,0.0151933,0.233082,0.0010105,0.0019742,0.0050577,0.0105753,0.9999913,61.9833336,1920.9832764,55.8777771,0.9634107,1624.638916
0218,745,0.0084597,0.1319875,0.0015809,0.0036431,0.0109595,0.0238841,0.9995522,61.7027779,1904.6361084,49.0638885,0.9307187,1320.902832
0218,705,0.0050878,0.1362021,0.0011188,0.0022851,0.0066984,0.0178625,0.999595,61.7388878,1906.7944336,50.7305565,0.9399652,1397.291626
0218,1560,0.0048258,0.1286886,0.0010556,0.0020542,0.0053371,0.011756,0.9999101,61.8777771,1914.6555176,52.2527771,0.9445255,1466.791626
0218,711,0.0074147,0.1824434,0.0011153,0.0022306,0.0058451,0.0114775,0.9999565,61.9500008,1918.9832764,53.7694435,0.9526808,1533.3806152
0218,1204,0.008719,0.0766575,0.001217,0.0025786,0.0081905,0.0196424,0.9996836,61.8555565,1913.7055664,51.3055573,0.9403326,1431.638916
0218,1362,0.0118688,0.2046793,0.0008935,0.0017314,0.0040776,0.0071671,0.9999956,61.9916649,1921.4916992,56.7444458,0.9694274,1663.6166992
0218,914,0.0126036,0.1155948,0.0008122,0.0015459,0.0038688,0.0075282,1.0,62.0,1922.0,57.4944458,0.9747995,1695.7332764
0218,1462,0.0139339,0.0731593,0.0008055,0.0015081,0.0036332,0.0066527,1.0,62.0,1922.0,58.3055573,0.9804082,1733.1500244
0218,275,0.0187032,0.1222153,0.0007631,0.0014031,0.003185,0.005395,1.0,62.0,1922.0,59.1277771,0.9870759,1770.5944824
0218,1163,0.0151296,0.1202128,0.0007465,0.0013433,0.0030709,0.0053782,1.0,62.0,1922.0,59.8861122,0.9917996,1807.8360596
0218,419,0.007018,0.0531716,0.0007721,0.0014518,0.0035047,0.0063329,1.0,62.0,1922.0,60.0722237,0.992225,1818.5056152
0218,183,0.0096308,0.1618169,0.0009718,0.0018716,0.0046396,0.0090076,0.9999783,61.9749985,1920.4916992,54.8472214,0.9588326,1580.875
0218,1298,0.0109834,0.0832841,0.0008645,0.0016018,0.0038333,0.0068032,1.0,62.0,1922.0,55.9749985,0.9652534,1628.8582764
0218,477,0.0113784,0.0718614,0.0012152,0.0024458,0.0069574,0.0155309,0.9997203,61.9027786,1916.5527344,52.6944427,0.9472882,1491.444458
0218,450,0.0107953,0.0433925,0.0010422,0.0020402,0.0051931,0.0097708,1.0,62.0,1922.0,54.2305565,0.9558975,1556.1583252
0218,415,0.0112048,0.0617123,0.0013713,0.0028534,0.0078343,0.0156669,0.99971,61.8833351,1915.3778076,50.7555542,0.9373524,1406.4555664
0218,736,0.0101075,0.0386208,0.0011611,0.0023254,0.0061024,0.0114034,1.0,62.0,1922.0,52.6777763,0.948193,1487.6777344
0218,1427,0.0128245,0.0438937,0.0008438,0.0015853,0.0038731,0.0076463,1.0,62.0,1922.0,57.1916656,0.9725683,1682.6639404
0218,871,0.015655,0.0650572,0.0008437,0.0016045,0.0039851,0.007208,1.0,62.0,1922.0,58.375,0.9814007,1734.986084
0218,1334,0.0178843,0.0603658,0.0007736,0.0014128,0.003257,0.005828,1.0,62.0,1922.0,59.3527794,0.9890971,1780.6138916
0218,1102,0.0115374,0.045184,0.0007716,0.0013846,0.0030924,0.0052712,1.0,62.0,1922.0,59.6555557,0.9902868,1797.0999756
0218,313,0.0087986,0.0376853,0.0009098,0.0017316,0.0041091,0.0070951,1.0,62.0,1922.0,55.9388885,0.9644906,1629.1444092
0218,1375,0.009955,0.0440138,0.0008463,0.0015863,0.0038787,0.0070838,1.0,62.0,1922.0,57.5722237,0.9751098,1699.0167236
0218,1029,0.0138993,0.0317361,0.0008791,0.0016762,0.0040495,0.0073616,1.0,62.0,1922.0,58.8472214,0.985294,1756.4694824
0218,13,0.0148048,0.0266475,0.0008288,0.0015305,0.0035694,0.0060934,1.0,62.0,1922.0,59.330555,0.9884596,1780.4694824
0218,403,0.0079263,0.0394173,0.0011049,0.0021761,0.0055864,0.0101042,1.0,62.0,1922.0,54.830555,0.9584,1578.5916748
0218,1335,0.0050507,0.0760657,0.0009478,0.0018347,0.0047021,0.0088998,1.0,62.0,1922.0,56.8499985,0.9713281,1663.6500244
0218,1480,0.0079997,0.0839342,0.0011118,0.0021028,0.0050864,0.0089337,1.0,62.0,1922.0,58.3666649,0.983427,1731.4000244
0218,1087,0.0127511,0.0514308,0.0010066,0.0018903,0.0045858,0.0084524,1.0,62.0,1922.0,58.9722214,0.9870399,1761.8111572
0218,404,0.0108258,0.0476215,0.0012612,0.0026099,0.0071001,0.012896,1.0,62.0,1922.0,54.0999985,0.9543823,1544.8444824
0218,147,0.0072757,0.0774902,0.001231,0.0025194,0.0064265,0.0125239,1.0,62.0,1922.0,56.3527794,0.9684423,1639.0583496
0218,439,0.0068781,0.089666,0.0011816,0.002299,0.0058803,0.0112119,1.0,62.0,1922.0,57.9638901,0.98188,1710.0527344
0218,853,0.0109719,0.0926905,0.001166,0.0023534,0.006173,0.0124085,1.0,62.0,1922.0,58.6833344,0.9868647,1745.0888672
0218,485,0.0104758,0.1098683,0.0012686,0.0024676,0.0062197,0.0121416,1.0,62.0,1922.0,57.8194427,0.9811411,1702.5583496
0218,606,0.0168186,0.1359778,0.0010797,0.0021166,0.0054769,0.0108426,1.0,62.0,1922.0,58.6027794,0.9863026,1741.0083008
0218,483,0.0054811,0.1077575,0.0008741,0.0016855,0.0044025,0.0090149,1.0,62.0,1922.0,60.2611122,0.9924366,1829.7166748
0218,321,0.0186066,0.139191,0.0009127,0.001854,0.0053876,0.0117297,1.0,62.0,1922.0,60.544445,0.9936392,1844.6333008
